"ICAO","IATA","airport","city","nation"
"MMMA","MAM","Servando Canales","Matamoros","墨西哥"
"MMMD","MID","Merida Internationl","Merida","墨西哥"
"MMML","MXL","Rodolfo Sanchez Taboada","Mexicali","墨西哥"
"MMMM","MLM","Municipal","Morelia","墨西哥"
"MMMX","MEX","墨西哥城國際機場","墨西哥城","墨西哥"
"MMMY","MTY","Escobedo","Monterrey","墨西哥"
"MMMZ","MZT","Buelna","Mazatlan","墨西哥"
"MMNL","NLD","","Nuevo Laredo","墨西哥"
"MMOX","OAX","Xoxocotlan","Oaxaca","墨西哥"
"MMPA","PAZ","","Poza Rica","墨西哥"
"MMPB","PBC","","Puebla","墨西哥"
"MMPN","UPN","","Uruapan","墨西哥"
"MMPR","PVR","Gustavo Diaz Ordaz","Puerto Vallarta","墨西哥"
"MMPS","PXM","","Puerto Escondido","墨西哥"
"MMRX","REX","General Lucio Blanco Airport","Reynosa","墨西哥"
"MMSD","SJD","Los Cabos Intl Airport","San Jose Del Cabo","墨西哥"
"MMSP","SLP","","San Luis Potosi","墨西哥"
"MMTC","TRC","","Torreon, Coahuila","墨西哥"
"MMTG","TGZ","圖斯特拉古鐵雷斯國際機場","圖斯特拉古鐵雷斯","墨西哥"
"MMTJ","TIJ","提華納國際機場","提華納","墨西哥"
"MMTM","TAM","坦皮科國際機場","坦皮科","墨西哥"
"MMTP","TAP","塔帕丘拉國際機場","塔帕丘拉","墨西哥"
"MMUN","CUN","坎昆國際機場","坎昆，金塔納羅奧州","墨西哥"
"MMVA","VSA","Carlos Rovirosa Perez International Airport","比亞埃爾莫薩","墨西哥"
"MMVR","VER","General Heriberto Jara International Airport","韋拉克魯斯","墨西哥"
"MMZC","ZCL","General Leobardo C. Ruiz International Airport","薩卡特卡斯","墨西哥"
"MMZH","ZIH","Ixtapa-Zihuatanejo International Airport","錫瓦塔內霍","墨西哥"
"MMZM","ZMM","Zamora Airport","薩莫拉-德伊達爾戈","墨西哥"
"MMZO","ZLO","Playa de Oro International Airport","曼薩尼約","墨西哥"
"MNBL","BEF","布盧菲爾茲機場","南大西洋自治區布盧菲爾茲","尼加拉瓜"
"MNBZ","BZA","博南薩機場","北大西洋自治區博南薩","尼加拉瓜"
"MNMG","MGA","","Managua","尼加拉瓜"
"MNPC","PUZ","Puerto Cabezas","Puerto Cabezas","尼加拉瓜"
"MNWP","WSP","Waspam Airport","Waspam","尼加拉瓜"
"MPBO","BOC",""""" 博卡斯德爾託羅-科隆島國際機場","博卡斯德爾託羅省博卡斯德爾託羅","巴拿馬"
"MPCE","CTD","Chitre Alonso Valderrama機場","奇特雷，埃雷拉省","巴拿馬"
"MPCH","CHX","錢吉諾拉""""Capitan Manuel Ni<U+00F1>o""""國際機場","錢吉諾拉，博卡斯德爾託羅省","巴拿馬"
"MPDA","DAV","Enrique Malek國際機場","戴維，奇裡基省","巴拿馬"
"MPHO","BLB","巴拿馬太平洋國際機場","巴拿馬省 巴波亞","巴拿馬"
"MPTO","PTY","Tocumen International Airport","巴拿馬市","巴拿馬"
"MRAN","FON","拉福爾圖納機場","拉福爾圖納區，阿拉胡埃拉省","哥斯達黎加"
"MRBA","BAI","布埃諾斯艾雷斯機場","蓬塔雷納斯省布埃諾斯艾雷斯區","哥斯達黎加"
"MRBC","BCL","科羅拉多酒吧機場","科羅拉多酒吧，利蒙省","哥斯達黎加"
"MRGF","GLF","戈爾菲託機場","戈爾菲託區，蓬塔雷納斯省","哥斯達黎加"
"MRLB","LIR","Liberia","Liberia","哥斯大黎加"
"MRMJ","CSC","卡尼亞斯Mojica機場","卡尼亞斯","哥斯達黎加"
"MROC","SJO","Juan Santamaria International","聖荷塞","哥斯大黎加"
"MRQP","XQP","Quepos Managua Airport","Quepos","哥斯大黎加"
"MSLP","SAL","El Salvadore Intl Airport","San Salvador","薩爾瓦多"
"MTCA","CYA","安託萬-西蒙機場","萊凱，南部省","海地"
"MTCH","CAP","烏戈·查維茲國際機場","海地角，北部省","海地"
"MTPP","PAP","Mais Gate","太子港","海地"
"MUBA","BCA","Gustavo Rizo機場","關塔那摩省巴拉科阿","古巴"
"MUBR","BWW","Las Brujas機場","比亞克拉拉省 聖瑪利亞島","古巴"
"MUBY","BYM","卡洛斯·曼努埃爾·德·塞斯佩德斯機場","格拉瑪省巴亞莫","古巴"
"MUCA","AVI","馬克西莫·戈麥斯機場","謝戈德阿維拉省謝戈德阿維拉","古巴"
"MUCF","CFG","Jaime Gonzalez機場","西恩富戈斯，西恩富戈斯省","古巴"
"MUCL","CYO","Vilo Acu<U+00F1>a機場","拉戈島，青年島","古巴"
"MUCM","CMW","Ignacio Agramonte國際機場","卡馬圭，卡馬圭省","古巴"
"MUCU","SCU","Santiago","Santiago","古巴"
"MUGT","GAO","Mariana Grajales機場","關塔那摩，關塔那摩省","古巴"
"MUNG","GER","Rafael Cabrera Mustelier機場","新赫羅納，青年島","古巴"
"MUOC","CCC","國王花園群島機場","科科島，謝戈德阿維拉省","古巴"
"MUVR","VRA","Juan Gualberto Gomez Airport","巴拉德羅","古巴"
"MWCB","CYB","Charles Kirkconnell國際機場","開曼布拉克","開曼群島"
"MWCR","GCM","歐文·羅伯茨國際機場","喬治敦","開曼群島"
"MYAB","MAY","","Mangrove Cay","巴哈馬"
"MYAF","ASD","安德羅斯鎮國際機場","安德羅斯島安德羅斯鎮","巴哈馬"
"MYAM","MHH","","Marsh Harbour","巴哈馬"
"MYAN","SAQ","","San Andros/Andros Island","巴哈馬"
"MYAP","AXP","春點機場","春點，阿克林島","巴哈馬"
"MYBC","CCZ","Chub島國際機場","Chub島","巴哈馬"
"MYBS","BIM","南比米尼機場","比米尼島","巴哈馬"
"MYCA","ATC","阿瑟鎮機場","卡特島阿瑟鎮","巴哈馬"
"MYCC","CXY","貓島機場","貓島 (巴哈馬)","巴哈馬"
"MYCI","CRI","Colonel Hill機場","Colonel Hill","巴哈馬"
"MYEF","GGT","Exuma國際機場","Moss鎮，Exuma","巴哈馬"
"MYEH","ELH","北伊柳塞拉機場","北伊柳塞拉","巴哈馬"
"MYEM","GHB","統治者港機場","統治者港","巴哈馬"
"MYER","RSD","","Rock Sound","巴哈馬"
"MYGF","FPO","大巴哈馬國際機場","自由港","巴哈馬"
"MYGW","WTD","West End Airport","West End","巴哈馬"
"MYIG","IGA","","Inagua","巴哈馬"
"MYLS","SML","","Stella Maris","巴哈馬"
"MYNN","NAS","Nassau International Airport","拿騷","巴哈馬"
"MYRD","DCT","鄧肯鎮機場","鄧肯鎮，拉吉德島","巴哈馬"
"MYSM","ZSA","San Salvador Airport (Cockburn Town Airport)","聖薩爾瓦多島","巴哈馬"
"MZBZ","BZE","Philip S. W. Goldson國際機場","伯利茲區 女士城","伯利茲"
"NCAI","AIT","阿伊圖塔基島機場","阿伊圖塔基","庫克群島"
"NCAT","AIU","阿蒂烏島機場","阿蒂烏島","庫克群島"
"NCRG","RAR","Rarotonga","Rarotonga","科克群島"
"NFCS","CST","漂流島水上飛機基地","漂流島","斐濟"
"NFFN","NAN","International","Nadi","斐濟"
"NFNA","SUV","瑙索裡國際機場","蘇瓦","斐濟"
"NFNS","SVU","Savvu","Savusavu","斐濟"
"NFNU","BVF","Dama機場","北部大區布阿省","斐濟"
"NFSW","YAS","Yasawa Island Airport","Yasawa Island","斐濟"
"NFTE","EUA","埃瓦機場","埃瓦島","湯加"
"NGAB","ABF","阿拜昂環礁機場","吉爾伯特群島阿拜昂環礁","基里巴斯"
"NGBR","BEZ","貝魯島機場","吉爾伯特群島貝魯島","基里巴斯"
"NGFU","FUN","富納富提國際機場","富納富提","圖瓦盧"
"NGTB","AEA","阿貝馬馬機場","阿貝馬馬環礁","基里巴斯"
"NGTR","AIS","吉爾伯特群島阿羅賴島機場","阿羅賴島","基里巴斯"
"NGTU","BBG","布塔裡塔裡機場","吉爾伯特群島布塔裡塔裡環礁","基里巴斯"
"NGUK","AAK","阿拉努卡機場","吉爾伯特群島阿拉努卡環礁","基里巴斯"
"NIUE","IUE","紐埃國際機場","阿洛菲","紐埃"
"NLWF","FUT","富圖納機場","富圖納島","瓦利斯和富圖納"
"NLWW","WLS","馬塔烏圖機場","馬塔烏圖","瓦利斯和富圖納群島"
"NSAU","AAU","阿紹機場","阿紹","薩摩亞"
"NSFA","APW","圖阿馬薩加法萊奧洛國際機場","阿皮亞","薩摩亞"
"NSFI","FGI","法加利機場","法加利","薩摩亞"
"NSFQ","FTI","菲圖塔機場","菲圖塔","美屬薩摩亞"
"NSTU","PPG","International","Pago Pago","美屬薩摩亞"
"NTAA","PPT","Intl Tahiti","Papeete","法屬玻利尼西亞"
"NTGA","AAA","阿納機場","土阿莫土群島阿納環礁","法屬玻里尼西亞"
"NTGB","FGU","方阿陶機場","方阿陶環礁，土阿莫土群島","法屬玻里尼西亞"
"NTGD","APK","阿帕塔基機場","土阿莫土群島阿帕塔基環礁","法屬玻里尼西亞"
"NTGF","FAV","法卡拉瓦機場","法卡拉瓦環礁，社會群島","法屬玻里尼西亞"
"NTGI","XMH","Manihi Airport","馬尼希環礁","法屬玻里尼西亞"
"NTGJ","GMR","Totegegie機場","曼加瑞瓦島","法屬玻里尼西亞"
"NTGU","AXR","阿魯圖阿機場","土阿莫土群島阿魯圖阿環礁","法屬玻里尼西亞"
"NTGY","ZTA","Tureira Airport","Tureira","法屬玻里尼西亞"
"NTHE","AHE","阿合機場","土阿莫土群島阿合","法屬玻里尼西亞"
"NTKF","FAC","法艾特機場","法艾特環礁，土阿莫土群島","法屬玻里尼西亞"
"NTKH","FHZ","法卡希納機場","法卡希納環礁，土阿莫土群島","法屬玻里尼西亞"
"NTTB","BOB","博拉博拉島機場","社會群島波拉波拉島","法屬玻里尼西亞"
"NVSE","EAE","Siwo機場","埃馬埃島，謝法省","瓦努阿圖"
"NVSF","CCV","克雷格灣機場","安布里姆島，馬朗巴省","瓦努阿圖"
"NVVA","AUY","阿納託姆機場","塔菲亞省阿納託姆島","瓦努阿圖"
"NVVB","AWD","阿尼瓦機場","塔菲亞省阿尼瓦島","瓦努阿圖"
"NVVD","DLY","狄龍灣機場","埃羅芒阿島，塔菲亞省","瓦努阿圖"
"NVVF","FTA","福杜納機場","富圖納，塔菲亞省","瓦努阿圖"
"NVVV","VLI","維拉港國際機場","維拉港","萬那杜"
"NWWC","BMY","藝術島-瓦拉機場","Belep，北部省","新喀裡多尼亞"
"NWWM","GEA","努美阿馬真塔機場","努美阿","新喀裡多尼亞"
"NWWW","NOU","Tontouta","Noumea","新卡裡多尼亞"
"NZAA","AKL","奧克蘭大區奧克蘭機場","奧克蘭","新西蘭"
"NZAP","TUO","Taupo","Taupo","紐西蘭"
"NZAR","AMZ","阿德摩爾機場","奧克蘭大區阿德摩爾","新西蘭"
"NZAS","ASG","艾士伯頓機場","坎特伯雷區艾士伯頓","新西蘭"
"NZCH","CHC","基督城國際機場","基督城，坎特伯雷區","新西蘭"
"NZCI","CHT","查塔姆群島機場","懷唐伊，查塔姆群島","新西蘭"
"NZCX","CMV","科羅曼德機場","科羅曼德，懷卡託","新西蘭"
"NZDA","DGR","達格維爾機場","達格維爾，北地大區","新西蘭"
"NZDN","DUD","但尼丁國際機場","但尼丁，奧塔哥大區","新西蘭"
"NZGB","GBZ","大屏障機場","大屏障島，奧克蘭大區","新西蘭"
"NZGM","GMN","格雷默斯機場","格雷茅斯，西岸大區","新西蘭"
"NZGS","GIS","吉斯伯恩機場","吉斯伯恩，吉斯伯恩大區","新西蘭"
"NZKT","KAT","Kaitaia","Kaitaia","新西蘭"
"NZLX","ALR","亞歷山大機場","奧塔哥大區亞歷山大","新西蘭"
"NZMF","MFN","","Milford Sound","新西蘭"
"NZNP","NPL","New Plymouth","New Plymouth","新西蘭"
"NZNS","NSN","Nelson","Nelson","新西蘭"
"NZNV","IVC","","Invercargill","紐西蘭"
"NZPM","PMR","Palmerstown North","Palmerston North","新西蘭"
"NZQN","ZQN","Queenstown Airport","皇后鎮","紐西蘭"
"NZTG","TRG","Tauranga","Tauranga","紐西蘭"
"NZWB","BHE","伍德伯恩機場","馬爾堡布倫亨","新西蘭"
"NZWF","WKA","Wanaka Airport","Wanaka","紐西蘭"
"NZWK","WHK","Whakatane Airport","華卡塔尼","紐西蘭"
"NZWN","WLG","威靈頓國際機場","威靈頓","紐西蘭"
"NZWR","WRE","Whangarei Airport","旺阿雷","紐西蘭"
"NZWS","WSZ","Westport Airport","Westport","紐西蘭"
"NZWU","WAG","Wanganui Airport","Wanganui","紐西蘭"
"OABN","BIN","巴米揚機場","巴米揚省巴米揚","阿富汗"
"OABT","BST","Bost機場","赫爾曼德省拉什卡爾加","阿富汗"
"OACC","CCN","恰赫恰蘭機場","恰赫恰蘭，古爾省","阿富汗"
"OADZ","DAZ","Darwaz機場","Darwaz","阿富汗"
"OAFR","FAH","法拉機場","法拉，法拉省","阿富汗"
"OAFZ","FBD","法扎巴德機場","法扎巴德，巴達赫尚省","阿富汗"
"OAJL","JAA","賈拉拉巴德機場","賈拉拉巴德","阿富汗"
"OAKB","KBL","喀布爾國際機場","喀布爾","阿富汗"
"OAKN","KDH","堪達哈國際機場","堪達哈","阿富汗"
"OAZJ","ZAJ","Zaranj Airport","扎蘭季","阿富汗"
"OBBI","BAH","巴林國際機場","首都省麥納麥","巴林"
"ODAL","DHL","達利機場","達利","葉門"
"ODAS","EAB","Abbs機場","Abbse","葉門"
"OEAB","AHB","阿西爾省艾卜哈支線機場","艾卜哈","沙烏地阿拉伯"
"OEBA","ABT","巴哈國內機場","巴哈省巴哈","沙烏地阿拉伯"
"OEBH","BHH","比沙堡本地機場","阿西爾省比沙堡","沙烏地阿拉伯"
"OEDF","DMM","法赫德國王國際機場","達曼，東部省","沙烏地阿拉伯"
"OEDR","DHA","Abdulaziz國王空軍基地","宰赫蘭，東部省","沙烏地阿拉伯"
"OEDW","DWD","杜瓦達米本地機場","杜瓦達米，利雅得省","沙烏地阿拉伯"
"OEGN","GIZ","吉贊支線機場","吉贊，吉贊省","沙烏地阿拉伯"
"OEGS","ELQ","納伊夫·本·阿卜杜勒王子支線機場","布賴代，蓋西姆省","沙烏地阿拉伯"
"OEJN","JED","阿卜杜勒-阿齊茲國王國際機場","吉達","沙烏地阿拉伯"
"OEMA","MED","Madinah","Medinah","沙烏地阿拉伯"
"OENG","EAM","奈季蘭國內機場","奈季蘭，奈季蘭省","沙烏地阿拉伯"
"OEPA","AQI","阿勒吉蘇馬/哈費爾巴廷機場","東部省阿勒吉蘇馬","沙烏地阿拉伯"
"OEPS","AKH","蘇丹王子空軍基地","利雅得省阿爾卡","沙烏地阿拉伯"
"OERK","RUH","King Khaled Intl","利雅德","沙烏地阿拉伯"
"OERY","XXN","Riyadh Air Base","利雅德","沙烏地阿拉伯"
"OESK","AJF","焦夫省國內機場","焦夫省塞卡凱","沙烏地阿拉伯"
"OEWJ","EJH","沃季赫機場","沃季赫，塔布克省","沙烏地阿拉伯"
"OEYN","YNB","Yanbu Airport","Yanbu","沙烏地阿拉伯"
"OEZL","ZUL","Zilfi Airport","Zilfi","沙烏地阿拉伯"
"OIAA","ABD","阿巴丹機場","胡齊斯坦省阿巴丹","伊朗"
"OIAD","DEF","迪茲富勒機場","迪茲富勒，胡齊斯坦省","伊朗"
"OIAG","AKW","阿加賈裡機場","胡齊斯坦省阿加賈裡","伊朗"
"OIAH","GCH","加奇薩蘭機場","加奇薩蘭，科吉盧耶－博韋艾哈邁德省","伊朗"
"OIAI","QMJ","Shahid Asyaee Airport","Masjed Soleiman","伊朗"
"OIAW","AWZ","阿瓦士國際機場","胡齊斯坦省阿瓦士","伊朗"
"OIBB","BUZ","布什爾機場","布什爾省布什爾","伊朗"
"OIBL","BDH","倫格港機場","霍爾木茲甘省倫格港","伊朗"
"OICC","KSH","Bakhtaran Iran","Kermanshah","伊朗"
"OIFS","CQD","沙赫爾庫爾德機場","沙赫爾庫爾德市，恰哈馬哈勒－巴赫蒂亞裡省","伊朗"
"OIHR","AJK","阿拉克機場","中央省阿拉克","伊朗"
"OIII","THR","梅赫拉巴德國際機場","德黑蘭","伊朗"
"OIKB","BND","阿巴斯港國際機場","霍爾木茲甘省阿巴斯港","伊朗"
"OIKK","KER","Kerman","Kerman","伊朗"
"OIKM","BXR","巴姆機場","克爾曼省巴姆","伊朗"
"OIMB","XBJ","Birjand Airport","比爾詹德","伊朗"
"OIMC","CKT","薩拉赫斯機場","薩拉赫斯，禮薩呼羅珊省","伊朗"
"OIMN","BJB","博季努爾德機場","北呼羅珊省博季努爾德市","伊朗"
"OING","GBT","戈爾甘機場","戈爾甘，戈勒斯坦省","伊朗"
"OINJ","BSM","Bishe Kola空軍基地","馬贊德蘭省"""" Bisheh Kola","伊朗"
"OISF","FAZ","法薩機場","法薩，法爾斯省","伊朗"
"OISS","SYZ","Shiraz","Shiraz","伊朗"
"OITL","ADU","阿爾達比勒機場","阿爾達比勒省阿爾達比勒","伊朗"
"OITM","ACP","什恩德機場","東阿塞拜疆省馬拉蓋","伊朗"
"OIYY","AZD","什伊德斯道格伊機場","亞茲德省亞茲德","伊朗"
"OIZB","ACZ","扎博勒機場","錫斯坦－俾路支斯坦省扎博勒","伊朗"
"OIZC","ZBR","Konarak Airport","Chabahar","伊朗"
"OIZH","ZAH","Zahedan Airport","扎黑丹","伊朗"
"OJAI","AMM","安曼省阿勒婭王后國際機場","安曼","約旦"
"OJAM","ADJ","安曼省安曼民航機場","安曼","約旦"
"OJAQ","AQJ","亞喀巴省侯賽因國王國際機場","亞喀巴","約旦"
"OJJR","JRS","耶路撒冷國際機場","耶路撒冷","以色列"
"OKBK","KWI","科威特國際機場","科威特市","科威特"
"OLBA","BEY","貝魯特-拉菲克·哈里里國際機場","貝魯特省貝魯特","黎巴嫩"
"OMAA","AUH","阿布扎比酋長國阿布達比國際機場","阿布達比","阿聯酋"
"OMAD","AZI","Al Bateen行政機場","阿布扎比酋長國阿布扎比","阿聯酋"
"OMAL","AAN","艾因國際機場","阿布扎比酋長國艾因","阿聯酋"
"OMAM","DHF","Al Dhafra空軍基地","阿布扎比，阿布扎比酋長國","阿聯酋"
"OMDB","DXB","迪拜國際機場","杜拜","阿聯酋"
"OMDW","DWC","阿勒馬克圖姆國際機場","傑布阿里","阿聯酋"
"OMFJ","FJR","富吉拉國際機場","富吉拉","阿聯酋"
"OMSJ","SHJ","沙迦國際機場","沙迦","阿拉伯聯合酋長國"
"OOFD","FAU","Fahud機場","Fahud","阿曼"
"OOMS","MCT","馬斯喀特國際機場","馬斯喀特","阿曼"
"OPBN","BNP","本努機場","開伯爾-普什圖省 本努","巴基斯坦"
"OPBR","WGB","Bahawalnagar Airport","Bahawalnagar","巴基斯坦"
"OPBW","BHV","巴哈瓦爾布爾機場","旁遮普省巴哈瓦爾布爾","巴基斯坦"
"OPCH","CJL","奇特拉爾機場","奇特拉爾","巴基斯坦"
"OPCL","CHB","Chilas機場","Chilas","巴基斯坦"
"OPDB","DBA","達爾本丁機場","達爾本丁，俾路支省","巴基斯坦"
"OPDD","DDU","達杜機場","達杜","巴基斯坦"
"OPDG","DEA","德拉加齊汗國際機場","德拉加齊汗，旁遮普省","巴基斯坦"
"OPDI","DSK","德拉伊斯梅爾汗機場","德拉伊斯梅爾汗","巴基斯坦"
"OPGT","GIL","吉爾吉特機場","吉爾吉特，吉爾吉特-巴爾蒂斯坦","巴基斯坦"
"OPIS","ISB","班納姬·布托國際機場","拉瓦爾品第","巴基斯坦"
"OPKC","KHI","Karachi","喀拉蚩","巴基斯坦"
"OPLA","LHE","Lahore","Lahore","巴基斯坦"
"OPMT","MUX","木爾坦國際機場","木爾坦","巴基斯坦"
"OPPG","PJG","","Panjgur","巴基斯坦"
"OPPS","PEW","Peshawar","Peshawar","巴基斯坦"
"OPTH","BDN","Talhar機場","信德省 巴丁","巴基斯坦"
"ORBB","BMN","Bamarni機場","代胡克省 Bamarni","伊拉克"
"ORBI","BGW","巴格達國際機場","巴格達省巴格達","伊拉克"
"ORER","EBL","阿爾貝拉機場","阿爾貝拉，埃爾比勒省","伊拉克"
"ORMM","BSR","巴士拉國際機場","巴士拉省巴士拉","伊拉克"
"OSAP","ALP","阿勒頗省阿勒頗國際機場","阿勒頗","敘利亞"
"OSDI","DAM","大馬士革國際機場","大馬士革","敘利亞"
"OSDZ","DEZ","代爾祖爾機場","代爾祖爾，代爾祖爾省","敘利亞"
"OTHH","DOH","哈馬德國際機場","多哈","卡塔爾"
"OYAA","ADE","亞丁國際機場","亞丁省亞丁","葉門"
"OYAT","AXK","阿塔格機場","舍卜沃省阿塔格","葉門"
"OYBI","BYD","貝達機場","貝達省貝達","葉門"
"OYBN","BHN","Beihan機場","舍卜沃省 Beihan","葉門"
"OYBQ","BUK","Albuq機場","葉門 Albuq，薩達省",""
"OYGD","AAY","蓋達機場","馬哈拉省蓋達","葉門"
"OYSN","SAH","薩那國際機場","薩那","葉門"
"OYTZ","TAI","塔伊茲國際機場","塔伊茲","葉門"
"PAAK","AKB","阿特卡機場","阿拉斯加州阿特卡","美國"
"PAAT","ATU","卡斯科灣海岸警衛隊基地","阿拉斯加州阿圖島","美國"
"PABA","BTI","巴特島長距雷達站機場","阿拉斯加州"""" 巴特島","美國"
"PABE","BET","伯特利機場","阿拉斯加州伯特利","美國"
"PABG","BVU","Beluga機場","阿拉斯加州"""" Beluga","美國"
"PABI","BIG","Allen陸軍飛行場","阿拉斯加州德爾塔章克申","美國"
"PABL","BKC","巴克蘭機場","阿拉斯加州巴克蘭","美國"
"PABM","BMX","大山空軍基地","大山，阿拉斯加州","美國"
"PABR","BRW","Wiley Post–Will Rogers紀念機場","阿拉斯加州巴羅","美國"
"PABT","BTT","貝特爾斯機場","阿拉斯加州貝特爾斯","美國"
"PACD","CDB","冷灣機場","冷灣，阿拉斯加州","美國"
"PACI","CIK","查爾基齊克機場","查爾基齊克，阿拉斯加州","美國"
"PACK","CYF","切福納克機場","切福納克，阿拉斯加州","美國"
"PACV","CDV","Merle K. (Mudhole) Smith機場","科爾多瓦，阿拉斯加州","美國"
